src;dst;capacity_mbps;delay_ms;r_link
126;158;253;3;0,977
126;160;479;10;0,993
126;163;819;9;0,995
126;164;636;14;0,962
126;166;976;11;0,978
126;167;197;8;0,955
126;168;743;7;0,989
126;169;172;9;0,977
126;170;148;12;0,978
126;172;273;6;0,957
126;173;586;13;0,958
126;175;404;8;0,958
126;182;211;10;0,983
126;183;526;5;0,981
126;186;172;12;0,984
126;187;513;9;0,950
126;189;836;10;0,980
126;191;574;5;0,993
126;193;806;7;0,974
126;194;893;14;0,980
126;197;323;10;0,968
126;199;641;7;0,987
126;201;485;10;0,977
126;202;900;11;0,988
126;203;593;4;0,969
126;210;890;15;0,959
126;211;272;10;0,966
126;213;808;10;0,991
126;214;783;14;0,970
126;215;903;14;0,992
126;218;616;3;0,974
126;219;263;6;0,971
126;221;727;10;0,974
126;223;559;13;0,952
126;225;393;4;0,982
126;227;617;14;0,961
126;229;974;7;0,997
126;230;224;3;0,978
126;233;511;12;0,959
126;234;401;8;0,991
126;235;583;8;0,973
126;238;431;14;0,954
126;243;615;5;0,977
126;247;130;15;0,991
127;131;571;7;0,974
127;132;455;14;0,975
127;136;744;10;0,979
127;137;901;5;0,994
127;140;424;14;0,964
127;142;444;13;0,954
127;143;231;12;0,975
127;145;613;4;0,953
127;146;575;8;0,993
127;152;530;14;0,963
127;154;241;6;0,976
127;155;254;6;0,995
127;156;228;7;0,982
127;157;480;6;0,975
127;162;173;14;0,956
127;164;707;4;0,960
127;166;240;11;0,962
127;167;983;5;0,975
127;169;169;11;0,968
127;172;418;14;0,970
127;174;931;11;0,951
127;177;462;9;0,994
127;180;241;11;0,959
127;185;447;8;0,966
127;186;947;9;0,966
127;187;913;8;0,959
127;190;758;14;0,991
127;191;482;8;0,954
127;193;423;5;0,979
127;195;316;7;0,954
127;197;615;10;0,972
127;199;741;13;0,954
127;200;483;10;0,987
127;201;213;8;0,951
127;204;499;4;0,977
127;205;144;15;0,961
127;206;783;3;0,964
127;209;999;11;0,956
127;211;618;12;0,961
127;215;544;14;0,976
127;216;973;3;0,978
127;217;665;8;0,987
127;218;474;12;0,960
127;219;665;12;0,976
127;221;922;10;0,987
127;223;423;9;0,974
127;225;486;5;0,997
127;230;891;10;0,992
127;231;389;4;0,969
127;232;153;14;0,976
127;236;540;7;0,992
127;237;865;8;0,997
127;239;920;15;0,985
127;242;987;8;0,968
127;246;458;13;0,975
127;247;518;10;0,962
127;249;492;5;0,985
128;131;549;5;0,961
128;132;527;10;0,982
128;133;177;5;0,967
128;135;792;4;0,965
128;136;198;14;0,988
128;137;743;4;0,986
128;139;399;3;0,983
128;140;253;12;0,993
128;141;829;4;0,964
128;142;608;8;0,978
128;143;701;12;0,979
128;144;908;10;0,984
128;145;960;3;0,963
128;148;256;11;0,965
128;149;480;14;0,999
128;150;695;10;0,979
128;152;372;14;0,951
128;159;675;14;0,968
128;161;331;9;0,976
128;164;501;12;0,966
128;167;945;7;0,984
128;168;689;7;0,998
128;169;854;3;0,996
128;172;913;11;0,979
128;175;167;12;0,966
128;176;562;6;0,993
128;177;580;11;0,972
128;178;452;4;0,980
128;185;764;14;0,952
128;186;742;11;0,961
128;191;592;4;0,968
128;192;709;14;0,975
128;195;746;7;0,957
128;196;716;4;0,966
128;201;941;9;0,974
128;202;574;10;0,987
128;203;697;10;0,990
128;205;979;11;0,991
128;206;961;15;0,998
128;207;464;4;0,964
128;212;694;6;0,955
128;215;688;4;0,985
128;219;890;11;0,990
128;223;189;15;0,978
128;228;323;4;0,980
128;229;386;12;0,954
128;230;220;7;0,971
128;231;492;13;0,974
128;232;543;9;0,981
128;236;529;13;0,999
128;238;894;12;0,950
128;239;813;5;0,951
128;243;319;14;0,989
128;244;488;13;0,968
128;245;304;14;0,988
128;246;629;6;0,956
128;247;695;9;0,964
128;248;229;4;0,981
129;130;584;4;0,991
129;131;261;8;0,977
129;132;479;11;0,982
129;134;753;6;0,991
129;138;925;14;0,972
129;140;733;8;0,965
129;141;791;4;0,977
129;142;361;13;0,997
129;146;999;14;0,973
129;148;127;7;0,987
129;149;143;9;0,971
129;150;794;11;0,995
129;151;661;8;0,973
129;157;132;11;0,951
129;160;811;9;0,982
129;161;646;10;0,971
129;167;286;12;0,950
129;171;986;13;0,992
129;176;887;11;0,966
129;179;838;14;0,989
129;180;762;7;0,970
129;181;404;14;0,984
129;182;184;10;0,954
129;184;315;3;0,962
129;188;101;8;0,980
129;190;662;4;0,998
129;191;169;8;0,962
129;194;954;4;0,975
129;200;583;9;0,993
129;202;777;5;0,992
129;210;671;14;0,988
129;213;497;15;0,963
129;214;544;6;0,995
129;216;141;14;0,986
129;217;619;13;0,953
129;218;925;8;0,989
129;222;102;6;0,978
129;226;839;5;0,963
129;236;466;10;0,997
129;238;951;8;0,950
129;239;819;3;0,978
129;242;256;7;0,951
129;243;139;12;0,987
129;247;801;6;0,982
130;131;978;6;0,984
130;134;125;5;0,980
130;136;950;12;0,967
130;141;596;4;0,990
130;145;642;4;0,955
130;146;506;8;0,989
130;151;871;6;0,967
130;153;554;4;0,998
130;154;579;11;0,999
130;158;312;12;0,965
130;160;215;5;0,970
130;163;477;14;0,954
130;164;191;11;0,971
130;166;290;8;0,950
130;168;341;4;0,972
130;170;482;3;0,962
130;171;970;11;0,955
130;172;184;11;0,975
130;174;922;11;0,953
130;175;924;4;0,956
130;179;669;10;0,963
130;183;587;6;0,974
130;185;439;7;0,959
130;188;734;6;0,973
130;192;319;14;0,968
130;194;118;4;0,977
130;197;189;13;0,951
130;199;957;11;0,966
130;203;715;9;0,992
130;206;232;11;0,958
130;212;674;3;0,964
130;214;458;13;0,991
130;216;180;14;0,953
130;217;503;5;0,994
130;221;290;7;0,957
130;222;622;4;0,983
130;223;124;11;0,951
130;226;628;12;0,994
130;229;792;15;0,972
130;231;694;10;0,951
130;233;291;10;0,967
130;236;282;5;0,956
130;242;910;10;0,987
131;132;860;9;0,975
131;137;187;11;0,998
131;138;281;8;0,956
131;144;996;14;0,963
131;146;817;14;0,990
131;147;495;10;0,977
131;148;674;15;0,975
131;150;445;10;0,976
131;155;324;11;0,994
131;159;217;14;0,953
131;163;458;9;0,997
131;164;452;11;0,968
131;165;639;12;0,978
131;167;216;4;0,960
131;170;625;14;0,978
131;171;213;8;0,973
131;172;630;10;0,971
131;175;300;12;0,995
131;178;160;7;0,970
131;179;466;6;0,976
131;182;541;4;0,965
131;185;694;11;0,954
131;187;604;13;0,957
131;193;590;6;0,969
131;196;260;12;0,954
131;198;825;6;0,964
131;203;862;10;0,998
131;205;928;9;0,997
131;212;951;7;0,968
131;213;187;10;0,998
131;216;152;6;0,988
131;217;173;14;0,960
131;218;806;10;0,975
131;220;154;4;0,971
131;223;181;8;0,979
131;225;265;7;0,979
131;226;113;11;0,997
131;227;119;3;0,982
131;231;692;7;0,992
131;232;752;5;0,962
131;233;648;13;0,996
131;234;963;8;0,996
131;235;962;5;0,984
131;237;170;6;0,958
131;238;271;9;0,976
131;241;336;11;0,988
131;246;246;13;0,968
131;247;936;14;0,967
131;249;572;12;0,963
132;133;866;13;0,995
132;135;337;13;0,995
132;137;616;13;0,998
132;138;107;10;0,977
132;142;932;6;0,973
132;143;537;5;0,968
132;144;997;10;0,978
132;145;573;9;0,958
132;148;482;11;0,996
132;150;701;7;0,954
132;151;636;9;0,995
132;155;169;12;0,988
132;156;571;6;0,983
132;158;650;8;0,983
132;160;815;12;0,992
132;161;358;7;0,990
132;162;328;12;0,992
132;163;279;5;0,953
132;164;618;3;0,986
132;167;165;3;0,983
132;179;255;7;0,975
132;184;198;8;0,998
132;185;780;4;0,992
132;186;349;13;0,990
132;189;746;4;0,959
132;193;709;5;0,980
132;196;506;7;0,960
132;197;559;12;0,958
132;205;446;5;0,961
132;210;610;6;0,958
132;211;876;12;0,960
132;219;560;12;0,965
132;223;477;14;0,982
132;225;636;8;0,994
132;231;214;7;0,978
132;233;221;9;0,993
132;235;722;5;0,978
132;237;591;13;0,976
132;240;531;13;0,984
132;241;192;4;0,992
132;243;925;7;0,955
132;246;812;12;0,981
132;247;497;7;0,991
132;248;729;8;0,967
133;138;377;5;0,959
133;141;713;10;0,976
133;148;689;9;0,950
133;149;125;11;0,979
133;150;166;9;0,958
133;153;114;10;0,969
133;154;900;9;0,963
133;156;400;5;0,990
133;159;375;9;0,965
133;160;575;9;0,983
133;162;491;4;0,999
133;163;920;4;0,997
133;164;303;7;0,973
133;165;641;6;0,981
133;172;646;10;0,958
133;173;265;14;0,953
133;179;437;9;0,966
133;185;840;7;0,960
133;186;216;5;0,996
133;187;832;10;0,985
133;188;481;12;0,996
133;189;350;8;0,952
133;191;324;9;0,967
133;192;731;9;0,992
133;197;299;10;0,994
133;200;943;14;0,985
133;201;878;15;0,996
133;204;676;12;0,960
133;210;614;5;0,968
133;211;245;7;0,982
133;212;484;14;0,973
133;213;526;6;0,992
133;216;851;9;0,975
133;217;266;11;0,990
133;218;308;10;0,951
133;220;712;8;0,968
133;225;810;15;0,997
133;228;100;5;0,987
133;229;708;7;0,971
133;236;448;4;0,997
133;237;506;6;0,993
133;239;740;8;0,962
133;240;200;8;0,953
133;245;601;13;0,962
133;248;681;13;0,959
133;249;117;11;0,969
134;140;129;10;0,954
134;143;742;15;0,968
134;144;945;9;0,992
134;145;539;7;0,981
134;146;148;13;0,966
134;147;171;10;0,952
134;149;349;10;0,979
134;154;967;4;0,957
134;156;541;10;0,963
134;158;806;8;0,957
134;159;653;8;0,957
134;162;862;15;0,986
134;164;417;9;0,958
134;167;599;13;0,998
134;168;926;8;0,975
134;170;409;6;0,998
134;171;165;11;0,990
134;172;639;9;0,965
134;174;328;14;0,988
134;176;517;9;0,999
134;180;105;14;0,996
134;184;328;8;0,960
134;185;845;12;0,978
134;187;687;3;0,975
134;188;208;5;0,956
134;189;647;15;0,971
134;190;932;6;0,982
134;195;258;10;0,980
134;199;460;8;0,999
134;205;371;5;0,992
134;207;688;4;0,971
134;208;440;13;0,980
134;211;322;10;0,951
134;216;690;9;0,957
134;218;561;4;0,983
134;225;444;5;0,980
134;226;910;12;0,987
134;233;948;13;0,986
134;237;725;6;0,950
134;242;310;12;0,992
134;245;312;8;0,991
134;248;142;4;0,993
135;137;567;11;0,996
135;138;931;10;0,970
135;139;767;5;0,964
135;143;760;8;0,965
135;145;228;7;0,975
135;149;923;8;0,979
135;150;870;15;0,955
135;155;701;10;0,981
135;161;779;14;0,987
135;162;606;5;0,961
135;163;410;7;0,988
135;166;527;14;0,972
135;167;605;5;0,981
135;168;806;3;0,966
135;170;299;11;0,955
135;172;476;5;0,970
135;175;345;12;0,962
135;176;369;11;0,967
135;177;256;7;0,982
135;178;407;11;0,995
135;179;496;10;0,982
135;180;414;9;0,984
135;182;691;13;0,965
135;183;193;14;0,994
135;186;721;12;0,974
135;190;477;7;0,994
135;191;905;12;0,963
135;192;404;12;0,984
135;197;621;9;0,993
135;200;443;5;0,973
135;201;495;4;0,984
135;204;378;10;0,971
135;206;486;6;0,951
135;207;944;13;0,961
135;208;477;11;0,992
135;209;168;6;0,956
135;212;146;11;0,957
135;214;435;4;0,954
135;218;400;13;0,967
135;219;126;10;0,975
135;220;835;13;0,989
135;222;200;6;0,973
135;225;239;8;0,990
135;227;407;5;0,972
135;230;125;4;0,994
135;231;985;7;0,957
135;234;660;13;0,997
135;238;844;9;0,986
135;241;213;12;0,986
135;244;556;11;0,983
135;245;819;4;0,970
135;248;201;5;0,996
136;141;170;8;0,966
136;142;691;4;0,984
136;143;706;10;0,971
136;144;990;8;0,955
136;147;266;7;0,973
136;149;352;14;0,966
136;151;854;8;0,985
136;158;422;13;0,955
136;159;354;4;0,992
136;160;345;11;0,989
136;162;393;11;0,956
136;163;624;14;0,957
136;164;848;9;0,977
136;166;765;9;0,953
136;167;407;4;0,955
136;168;927;4;0,997
136;170;987;4;0,979
136;173;354;10;0,965
136;174;597;7;0,995
136;175;434;10;0,968
136;176;641;5;0,987
136;177;306;13;0,952
136;179;440;13;0,955
136;186;428;10;0,995
136;188;285;9;0,969
136;193;452;5;0,981
136;195;987;5;0,972
136;198;842;4;0,969
136;200;666;11;0,960
136;204;661;5;0,988
136;205;463;14;0,952
136;206;383;6;0,983
136;207;568;7;0,974
136;210;602;8;0,964
136;212;382;5;0,990
136;214;447;4;0,993
136;217;538;10;0,979
136;218;330;10;0,961
136;223;205;14;0,977
136;225;405;5;0,989
136;228;743;12;0,973
136;231;746;10;0,963
136;232;468;10;0,977
136;234;693;10;0,986
136;236;520;10;0,993
136;240;302;5;0,984
136;241;484;11;0,990
136;248;430;11;0,992
137;138;970;9;0,994
137;148;467;6;0,974
137;149;526;14;0,979
137;153;297;14;0,992
137;154;902;6;0,995
137;156;802;5;0,977
137;160;227;8;0,980
137;161;141;6;0,971
137;162;295;13;0,958
137;163;661;9;0,981
137;165;556;8;0,973
137;171;672;10;0,994
137;174;196;6;0,961
137;175;665;14;0,984
137;176;111;5;0,958
137;177;494;10;0,972
137;180;619;7;0,990
137;182;300;4;0,975
137;183;133;12;0,955
137;189;645;3;0,975
137;191;243;13;0,970
137;196;145;10;0,986
137;197;155;8;0,974
137;199;710;13;0,980
137;200;736;15;0,967
137;201;589;12;0,958
137;203;388;13;0,959
137;205;319;5;0,979
137;211;476;10;0,981
137;216;938;7;0,979
137;217;782;7;0,984
137;220;684;11;0,965
137;223;136;9;0,961
137;224;136;14;0,964
137;225;837;5;0,998
137;227;648;14;0,958
137;228;161;8;0,984
137;237;619;6;0,987
137;238;472;5;0,993
137;239;740;4;0,988
138;139;577;3;0,971
138;142;991;8;0,993
138;146;910;9;0,993
138;153;332;15;0,995
138;154;823;8;0,962
138;157;885;6;0,977
138;161;613;5;0,987
138;168;282;15;0,965
138;170;382;5;0,990
138;172;429;4;0,999
138;177;965;4;0,983
138;182;467;13;0,989
138;183;480;10;0,961
138;184;319;4;0,997
138;185;698;6;0,970
138;188;894;11;0,960
138;190;466;8;0,963
138;197;313;5;0,997
138;198;296;5;0,984
138;201;722;6;0,960
138;202;878;12;0,995
138;203;125;3;0,967
138;205;909;8;0,995
138;206;573;7;0,994
138;207;507;15;0,970
138;208;785;4;0,979
138;210;582;4;0,983
138;211;213;12;0,987
138;213;418;4;0,959
138;220;595;10;0,969
138;222;908;11;0,987
138;225;746;5;0,969
138;229;736;10;0,952
138;230;394;13;0,960
138;232;841;5;0,989
138;235;188;13;0,986
138;236;547;7;0,984
138;238;401;6;0,981
138;239;615;8;0,995
138;247;713;12;0,963
139;140;493;12;0,951
139;142;804;13;0,995
139;144;708;9;0,989
139;146;760;3;0,987
139;147;704;11;0,957
139;148;316;6;0,960
139;150;633;12;0,953
139;153;626;11;0,981
139;154;274;7;0,993
139;155;867;10;0,953
139;156;729;11;0,975
139;159;384;6;0,995
139;161;946;7;0,969
139;162;774;8;0,987
139;166;363;11;0,960
139;168;681;8;0,996
139;169;114;7;0,965
139;172;230;13;0,980
139;173;984;15;0,962
139;174;873;12;0,964
139;177;645;5;0,953
139;181;916;4;0,960
139;186;521;5;0,972
139;187;665;10;0,978
139;188;342;4;0,978
139;190;352;7;0,957
139;191;269;13;0,953
139;192;689;13;0,984
139;193;560;3;0,989
139;202;511;7;0,979
139;203;938;13;0,954
139;204;874;13;0,955
139;207;384;9;0,957
139;209;292;10;0,993
139;213;180;11;0,998
139;218;549;10;0,971
139;219;825;11;0,996
139;234;950;4;0,976
139;235;225;9;0,999
139;236;337;13;0,969
139;237;168;4;0,971
139;239;368;4;0,960
139;242;477;8;0,976
139;243;954;14;0,992
139;249;530;13;0,980
140;144;900;4;0,985
140;147;195;4;0,970
140;148;671;5;0,970
140;151;886;6;0,960
140;154;216;9;0,972
140;155;595;4;0,954
140;156;277;5;0,997
140;159;914;13;0,980
140;168;305;4;0,984
140;169;823;15;0,969
140;172;388;9;0,995
140;173;200;6;0,999
140;178;441;13;0,974
140;183;631;10;0,992
140;189;853;13;0,993
140;195;779;6;0,988
140;196;119;7;0,963
140;197;879;14;0,970
140;202;812;9;0,969
140;209;744;7;0,975
140;215;912;9;0,966
140;220;689;13;0,973
140;221;207;12;0,969
140;225;966;8;0,963
140;228;631;8;0,953
140;229;367;4;0,955
140;231;223;6;0,990
140;235;533;10;0,992
140;236;150;13;0,968
140;244;540;14;0,968
140;248;659;14;0,966
141;145;535;3;0,978
141;146;670;12;0,967
141;147;249;5;0,975
141;148;726;14;0,993
141;153;990;14;0,952
141;155;395;7;0,967
141;160;476;14;0,985
141;166;903;10;0,985
141;167;208;5;0,960
141;173;182;8;0,960
141;175;967;13;0,956
141;177;601;9;0,972
141;179;156;4;0,963
141;181;814;13;0,951
141;182;985;8;0,986
141;183;774;4;0,956
141;186;685;6;0,961
141;187;296;11;0,953
141;192;305;4;0,973
141;193;288;13;0,996
141;196;727;8;0,961
141;198;701;6;0,991
141;199;325;4;0,967
141;201;726;4;0,992
141;203;146;8;0,959
141;205;399;11;0,950
141;211;272;8;0,972
141;212;163;3;0,980
141;215;555;7;0,951
141;217;793;6;0,961
141;222;650;7;0,984
141;224;576;13;0,960
141;225;381;11;0,965
141;226;815;3;0,959
141;231;532;4;0,961
141;232;264;7;0,995
141;235;681;10;0,962
141;237;307;14;0,997
141;242;977;13;0,981
141;249;977;10;0,969
142;144;555;7;0,965
142;151;916;9;0,964
142;152;574;10;0,995
142;156;695;10;0,995
142;160;691;4;0,997
142;163;346;13;0,951
142;169;583;9;0,987
142;172;907;11;0,994
142;174;618;15;0,964
142;179;104;5;0,964
142;180;242;11;0,963
142;182;975;11;0,970
142;183;384;13;0,994
142;184;599;11;0,996
142;190;556;7;0,965
142;191;698;11;0,982
142;193;991;3;0,968
142;197;730;12;0,990
142;199;136;12;0,955
142;200;249;15;0,968
142;201;643;13;0,974
142;202;272;8;0,957
142;204;676;9;0,965
142;206;102;6;0,989
142;207;550;14;0,963
142;212;423;5;0,997
142;213;407;14;0,987
142;215;390;11;0,985
142;218;229;4;0,964
142;219;246;5;0,962
142;222;513;5;0,999
142;227;936;13;0,984
142;228;847;5;0,970
142;230;851;14;0,996
142;232;912;5;0,994
142;233;808;9;0,969
142;234;658;7;0,969
142;235;292;7;0,961
142;236;409;4;0,953
142;238;757;12;0,951
142;239;438;15;0,971
142;240;125;9;0,954
142;241;235;9;0,987
142;242;802;8;0,966
142;243;826;5;0,993
142;244;667;5;0,958
142;245;386;7;0,985
142;246;908;8;0,961
142;247;364;10;0,977
143;144;294;15;0,972
143;145;360;10;0,961
143;147;410;7;0,972
143;152;195;8;0,956
143;155;855;4;0,979
143;157;242;9;0,970
143;161;657;8;0,986
143;165;154;12;0,976
143;168;912;7;0,966
143;169;453;8;0,984
143;170;784;4;0,994
143;173;919;15;0,996
143;174;217;8;0,951
143;176;807;12;0,986
143;180;282;11;0,987
143;182;935;14;0,972
143;184;837;9;0,989
143;185;194;14;0,961
143;188;284;10;0,982
143;190;488;13;0,999
143;198;169;9;0,971
143;199;233;4;0,955
143;205;699;10;0,957
143;206;404;7;0,983
143;209;546;5;0,993
143;210;392;4;0,971
143;214;503;13;0,986
143;215;603;3;0,957
143;216;877;15;0,960
143;217;923;13;0,987
143;218;637;14;0,984
143;221;137;14;0,966
143;222;373;14;0,989
143;226;553;7;0,956
143;227;462;5;0,986
143;233;178;13;0,978
143;234;304;6;0,963
143;235;741;15;0,960
143;238;193;3;0,959
143;240;771;12;0,976
143;241;336;3;0,966
143;243;941;5;0,989
143;246;707;9;0,994
144;145;630;7;0,987
144;146;398;5;0,981
144;147;864;9;0,982
144;149;404;15;0,962
144;150;404;4;0,966
144;152;231;6;0,993
144;153;555;12;0,983
144;154;531;3;0,997
144;155;912;11;0,950
144;156;822;10;0,988
144;158;369;12;0,996
144;160;387;8;0,995
144;161;831;13;0,953
144;162;518;9;0,995
144;167;592;13;0,971
144;168;960;15;0,983
144;176;145;10;0,963
144;177;605;10;0,994
144;181;829;7;0,986
144;182;578;9;0,967
144;185;464;13;0,966
144;186;532;11;0,985
144;187;551;10;0,999
144;189;831;14;0,963
144;192;622;13;0,977
144;193;882;5;0,971
144;194;385;6;0,981
144;195;408;4;0,994
144;202;533;11;0,995
144;203;461;12;0,968
144;204;795;5;0,979
144;205;807;6;0,955
144;216;508;5;0,969
144;217;685;12;0,985
144;218;735;12;0,985
144;223;963;12;0,999
144;228;674;13;0,991
144;230;881;13;0,989
144;231;430;15;0,987
144;233;332;8;0,978
144;234;734;8;0,977
144;241;137;5;0,996
144;244;321;6;0,955
144;245;655;7;0,980
144;249;704;4;0,984
145;150;316;14;0,985
145;151;481;9;0,968
145;155;381;4;0,983
145;157;722;9;0,958
145;163;845;6;0,991
145;164;781;7;0,988
145;166;429;14;0,970
145;167;910;5;0,990
145;173;814;5;0,982
145;176;687;13;0,978
145;179;858;12;0,985
145;186;374;13;0,991
145;187;213;9;0,952
145;190;920;13;0,955
145;198;220;4;0,956
145;201;581;10;0,967
145;202;661;9;0,959
145;204;810;4;0,970
145;209;506;12;0,962
145;213;946;9;0,994
145;216;581;8;0,950
145;221;770;13;0,958
145;222;954;6;0,995
145;223;995;11;0,971
145;226;980;4;0,998
145;227;666;15;0,970
145;230;218;11;0,997
145;231;114;11;0,971
145;237;658;10;0,966
145;239;458;14;0,984
145;240;433;8;0,956
145;242;572;5;0,950
145;243;209;13;0,959
145;244;982;5;0,950
145;245;839;15;0,957
145;247;302;7;0,964
146;147;488;11;0,962
146;149;719;4;0,996
146;151;811;10;0,963
146;154;180;15;0,960
146;157;980;6;0,966
146;160;102;13;0,987
146;161;529;8;0,986
146;166;109;7;0,972
146;167;381;6;0,966
146;168;562;14;0,952
146;169;535;6;0,995
146;170;403;4;0,979
146;172;970;10;0,959
146;177;316;14;0,981
146;185;538;10;0,994
146;187;991;7;0,973
146;190;130;6;0,977
146;191;458;4;0,978
146;192;444;8;0,991
146;195;855;8;0,972
146;210;863;10;0,962
146;212;928;14;0,963
146;217;796;5;0,992
146;221;724;8;0,952
146;222;590;7;0,964
146;224;855;8;0,985
146;229;230;9;0,972
146;230;788;12;0,972
146;231;914;8;0,988
146;233;552;7;0,957
146;235;318;8;0,994
146;236;866;3;0,990
146;240;352;9;0,978
146;243;442;10;0,989
146;245;784;4;0,968
146;246;301;6;0,986
146;248;944;14;0,983
147;148;732;9;0,982
147;150;555;11;0,995
147;153;863;5;0,952
147;156;645;8;0,996
147;160;459;8;0,953
147;162;739;7;0,955
147;164;400;9;0,964
147;167;575;15;0,962
147;170;119;10;0,971
147;171;310;5;0,962
147;177;262;13;0,966
147;183;258;9;0,994
147;185;233;12;0,981
147;186;145;5;0,960
147;188;320;14;0,964
147;190;918;6;0,997
147;194;916;15;0,957
147;195;816;4;0,983
147;196;655;14;0,996
147;201;212;9;0,967
147;203;581;7;0,979
147;205;803;7;0,999
147;207;909;10;0,996
147;209;833;5;0,997
147;210;980;5;0,971
147;214;750;7;0,954
147;215;616;6;0,992
147;217;696;5;0,987
147;219;711;14;0,974
147;220;216;14;0,996
147;222;756;7;0,951
147;225;391;3;0,981
147;226;233;11;0,986
147;227;850;14;0,966
147;229;749;6;0,964
147;232;369;13;0,995
147;233;508;10;0,960
147;234;582;12;0,955
147;236;655;14;0,971
147;238;417;12;0,971
147;243;916;12;0,986
147;247;101;11;0,974
147;248;190;6;0,998
148;152;212;6;0,954
148;158;624;7;0,987
148;164;778;12;0,956
148;165;850;6;0,992
148;166;220;10;0,956
148;168;129;12;0,952
148;169;193;6;0,975
148;172;987;5;0,977
148;174;218;5;0,954
148;176;790;15;0,955
148;179;869;15;0,961
148;187;930;8;0,974
148;191;533;5;0,987
148;198;500;8;0,964
148;199;322;8;0,989
148;203;410;6;0,952
148;209;297;11;0,964
148;210;771;6;0,985
148;211;485;9;0,963
148;212;850;5;0,961
148;215;324;12;0,960
148;218;626;7;0,998
148;223;889;12;0,961
148;224;555;9;0,986
148;226;438;15;0,966
148;229;798;7;0,994
148;231;819;8;0,952
148;233;132;10;0,968
148;239;577;15;0,958
148;241;471;13;0,988
148;245;681;14;0,993
148;247;922;13;0,961
149;153;466;10;0,974
149;159;259;9;0,968
149;160;134;6;0,984
149;162;912;3;0,958
149;163;928;14;0,997
149;170;391;14;0,953
149;172;429;10;0,986
149;182;842;12;0,988
149;187;960;11;0,958
149;189;213;8;0,997
149;191;805;4;0,974
149;192;558;4;0,987
149;195;792;12;0,986
149;197;129;3;0,991
149;201;320;8;0,952
149;204;741;10;0,972
149;205;980;14;0,972
149;208;464;14;0,975
149;215;540;10;0,975
149;218;483;13;0,969
149;219;974;8;0,997
149;222;456;6;0,998
149;223;957;7;0,992
149;224;856;12;0,966
149;226;936;14;0,953
149;227;116;9;0,987
149;230;979;12;0,957
149;233;155;3;0,950
149;234;565;10;0,977
149;235;441;3;0,961
149;237;120;9;0,962
149;240;168;5;0,986
149;242;439;15;0,963
149;243;619;11;0,992
149;244;851;3;0,985
149;245;379;9;0,986
149;246;351;9;0,977
149;247;880;5;0,967
149;248;915;14;0,956
149;249;561;14;0,990
150;151;190;10;0,978
150;152;375;11;0,955
150;154;555;4;0,994
150;155;120;14;0,971
150;160;373;11;0,976
150;162;151;12;0,962
150;163;775;14;0,998
150;168;796;9;0,998
150;169;528;9;0,957
150;171;966;7;0,987
150;174;954;8;0,998
150;175;910;14;0,976
150;177;927;10;0,951
150;186;216;10;0,985
150;189;334;10;0,987
150;195;767;7;0,960
150;198;295;14;0,996
150;200;752;4;0,967
150;203;959;7;0,960
150;206;230;12;0,998
150;207;987;14;0,962
150;208;888;4;0,969
150;212;678;4;0,983
150;219;591;8;0,981
150;220;979;12;0,988
150;222;885;12;0,967
150;224;112;10;0,964
150;225;163;9;0,990
150;226;154;5;0,976
150;227;161;15;0,977
150;229;463;7;0,998
150;235;282;15;0,995
150;243;947;14;0,963
150;244;400;5;0,984
150;245;735;15;0,987
151;156;628;12;0,975
151;158;936;11;0,960
151;162;565;13;0,977
151;163;397;11;0,976
151;169;785;12;0,964
151;171;766;11;0,970
151;177;366;13;0,995
151;181;943;13;0,964
151;184;849;11;0,954
151;187;941;3;0,992
151;188;324;7;0,982
151;193;583;8;0,967
151;194;843;13;0,992
151;195;906;5;0,966
151;196;127;14;0,969
151;198;725;6;0,958
151;202;622;10;0,954
151;204;152;9;0,978
151;211;999;6;0,994
151;213;681;12;0,980
151;214;678;3;0,956
151;218;349;5;0,975
151;222;362;10;0,987
151;225;892;12;0,992
151;227;322;9;0,969
151;229;666;11;0,984
151;231;950;6;0,973
151;232;766;7;0,999
151;236;272;8;0,963
151;237;591;4;0,973
151;239;999;7;0,983
151;240;495;10;0,963
151;244;132;6;0,965
151;246;253;14;0,972
152;154;176;7;0,967
152;158;555;8;0,952
152;160;168;6;0,976
152;163;659;15;0,985
152;166;811;9;0,965
152;167;640;10;0,998
152;169;391;4;0,993
152;171;758;10;0,954
152;173;359;9;0,961
152;174;335;7;0,967
152;176;237;6;0,978
152;177;191;15;0,984
152;178;165;14;0,958
152;179;177;11;0,994
152;181;681;8;0,999
152;187;795;4;0,985
152;193;874;12;0,961
152;194;172;10;0,969
152;195;407;7;0,995
152;196;999;6;0,997
152;198;107;11;0,998
152;201;866;6;0,975
152;202;582;5;0,970
152;203;906;4;0,991
152;204;555;6;0,962
152;205;477;9;0,966
152;206;907;15;0,976
152;211;294;11;0,968
152;218;677;11;0,972
152;221;671;14;0,983
152;222;604;3;0,961
152;224;982;7;0,985
152;225;173;5;0,961
152;226;839;4;0,985
152;229;582;11;0,982
152;230;109;12;0,992
152;231;426;15;0,986
152;232;565;12;0,993
152;234;694;8;0,991
152;235;656;13;0,963
152;240;455;6;0,977
152;241;688;9;0,951
152;242;606;12;0,985
152;244;991;8;0,990
152;245;701;10;0,968
152;248;953;11;0,993
153;155;183;7;0,973
